id_envio,centro_distribucion,transportista,tipo_servicio,dia_semana,distancia_km,peso_kg,volumen_m3,n_paradas,temperatura_ambiente_c,costo_combustible_usd,tiempo_transito_h,calificacion_cliente,retraso
103519,CD-Canelones,TR-065,Estándar,jueves,271.0,4.68,0.042,2,12.3,20.77,6.03,,0
102652,CD-Montevideo,TR-058,Express,viernes,27.37,7.68,0.073,5,17.9,14.92,2.22,3.6,0
103023,CD-Maldonado,TR-102,Económico,miércoles,239.78,1.3,0.0409,4,22.2,20.12,5.81,3.4,1
100393,CD-Canelones,TR-094,Estándar,viernes,298.95,5.61,0.0429,2,22.3,26.82,8.75,4.2,0
102849,CD-Montevideo,TR-115,Express,miércoles,26.64,7.06,0.0501,10,24.4,16.87,3.21,2.1,0
102837,CD-Montevideo,TR-096,Estándar,miércoles,276.7,7.46,0.041,0,17.4,20.6,5.01,3.6,0
102761,CD-Canelones,TR-090,Económico,martes,176.0,3.27,0.0301,4,22.6,16.58,2.86,3.2,0
102434,CD-Montevideo,TR-079,Estándar,viernes,35.0,8.09,0.0701,9,12.9,13.08,3.0,3.9,0
102981,CD-Montevideo,TR-112,ESTÁNDAR,viernes,205.38,2.25,0.0496,3,19.0,19.8,5.03,2.7,1
102145,CD-Montevideo,TR-038,Estándar,jueves,34.63,1.95,0.0273,6,16.4,13.48,2.65,3.9,0
102243,CD-Salto,TR-094,Express,sábado,25.74,2.4,0.0243,10,13.4,12.15,4.52,4.5,0
103247,CD-Salto,TR-004,estándar,jueves,16.97,3.89,,10,19.0,12.71,3.84,3.8,0
102805,CD-Montevideo,TR-041,Estándar,miércoles,28.06,8.64,0.0679,8,23.5,11.48,4.68,4.6,0
101912,CD-Montevideo,TR-112,EXPRESS,sábado,29.36,2.51,0.045,3,11.6,3.12,1.09,3.9,0
101034,CD-Montevideo,TR-106,Económico,lunes,26.62,9.07,,2,17.6,11.97,2.16,4.9,0
101148,CD-Salto,TR-116,ESTÁNDAR,jueves,33.38,6.51,0.0445,6,26.6,9.47,4.47,3.7,0
100474,CD-Montevideo,TR-080,Estándar,lunes,205.63,10.11,0.0514,3,13.4,21.6,4.71,1.1,1
103076,CD-Canelones,TR-007,Estándar,lunes,24.76,0.0,0.0609,5,18.0,10.23,2.31,4.4,0
101948,CD-Montevideo,TR-016,Estándar,martes,33.79,4.94,0.0394,8,14.4,8.68,3.09,4.9,0
101886,CD-Montevideo,TR-009,Estándar,lunes,35.17,7.46,0.0492,5,24.8,12.71,3.3,,0
101351,CD-Canelones,TR-090,Económico,jueves,34.81,3.65,0.0376,4,22.1,9.32,3.62,4.1,0
101725,CD-Maldonado,TR-077,Express,viernes,28.69,11.26,0.061,5,16.6,6.93,3.03,4.2,0
101409,CD-Montevideo,TR-094,Económico,martes,25.23,6.18,0.0412,7,1.7,10.0,4.89,3.6,0
102227,CD-Montevideo,TR-031,Express,miércoles,14.72,1.7,0.0411,7,17.5,12.39,2.85,,0
103034,CD-Maldonado,TR-051,Estándar,martes,286.35,4.39,0.0283,4,16.7,19.63,6.88,4.5,0
102444,CD-Canelones,TR-022,Estándar ,lunes,200.34,3.6,0.0472,1,17.9,10.28,3.24,4.6,0
100544,CD-Maldonado,TR-020,Económico,lunes,29.56,5.85,0.0499,13,27.3,18.97,3.15,4.4,0
100659,CD-Montevideo,TR-080,Estándar,lunes,28.22,2.35,0.0355,11,2.8,7.61,5.42,4.3,0
101298,CD-Montevideo,TR-115,Express,viernes,190.27,4.44,0.0391,1,21.2,14.19,4.78,3.3,0
102067,CD-Montevideo,TR-075,Económico,martes,171.75,15.65,0.118,1,13.5,9.63,4.51,,0
100320,CD-Salto,TR-116,express,viernes,247.45,3.17,0.0331,4,22.1,24.69,6.69,4.8,0
101141,CD-Salto,TR-014,Express,martes,24.67,10.23,,8,,16.07,3.67,3.9,0
101686,CD-Canelones,TR-017,Express,lunes,32.18,1.32,0.0253,8,14.5,14.1,4.12,5.0,0
101459,CD-Maldonado,TR-031,Estándar,jueves,37.15,2.7,0.0471,7,8.7,14.48,14.14,3.3,1
101683,CD-Maldonado,TR-011,Express,jueves,179.26,3.58,0.0658,2,8.9,19.89,3.7,4.7,0
101681,CD-Maldonado,TR-119,estándar,martes,178.92,3.1,0.0475,4,22.6,19.81,4.36,4.1,0
102211,CD-Montevideo,TR-041,Estándar,miércoles,171.05,3.56,0.0392,4,23.4,21.45,4.96,4.7,0
101065,CD-Montevideo,TR-077,Express,martes,214.71,3.91,0.0356,2,18.2,14.79,5.44,3.0,1
103295,CD-Montevideo,TR-031,Estándar,miércoles,220.44,10.38,0.0665,1,10.5,14.63,3.82,4.8,0
101692,CD-Salto,TR-097,Estándar,viernes,22.79,5.54,0.0509,6,,7.75,2.68,3.9,0
103279,CD-Montevideo,TR-100,Express,miércoles,33.6,3.05,0.0318,4,21.7,7.57,0.2,4.3,0
102961,CD-Maldonado,TR-117,Estándar,viernes,198.21,4.99,0.0461,0,27.1,10.87,3.26,4.7,0
101708,CD-Montevideo,TR-010,Estándar,miércoles,191.05,3.64,0.0475,1,20.7,12.9,4.26,3.1,0
101944,CD-Montevideo,TR-116,Estándar,jueves,130.41,4.92,0.0519,0,28.7,11.02,3.74,3.7,0
101446,CD-Montevideo,TR-051,Económico,lunes,31.76,4.84,0.0402,3,18.6,13.67,1.54,2.6,0
103483,CD-Montevideo,TR-019,Express,jueves,22.18,3.41,0.0507,8,14.3,10.61,1.41,4.1,0
100396,CD-Salto,TR-060,Estándar,viernes,34.93,5.86,0.0659,3,,10.73,2.14,4.7,0
102572,CD-Salto,TR-034,Express,lunes,21.2,4.54,0.0478,9,21.6,13.84,8.8,3.8,1
101067,CD-Salto,TR-079,estándar,jueves,25.53,5.26,0.0342,9,,16.27,3.74,3.1,0
101280,CD-Salto,TR-049,EXPRESS,miércoles,32.78,3.75,0.0296,6,,10.0,1.03,4.2,0
103150,CD-Montevideo,TR-010,Estándar,viernes,28.39,4.25,0.0461,5,26.6,8.27,1.59,4.3,0
100909,CD-Canelones,TR-031,Estándar,viernes,26.38,1.16,0.023,5,24.0,9.28,3.6,4.8,0
100448,CD-Montevideo,TR-083,Express,lunes,19.68,3.92,0.0399,11,14.2,13.06,3.97,4.8,0
101875,CD-Montevideo,TR-111,Express,lunes,157.17,3.49,0.0408,1,,10.8,3.83,4.5,0
103052,CD-Montevideo,TR-076,Estándar ,lunes,25.67,7.77,0.0755,10,22.1,16.03,2.96,4.6,0
103586,CD-Montevideo,TR-032,Express,lunes,39.77,4.74,0.0434,7,28.2,14.92,3.67,5.0,0
100287,CD-Canelones,TR-028,Estándar,lunes,243.81,5.73,0.0421,1,17.4,19.09,6.52,5.0,0
102669,CD-Montevideo,TR-095,Express,lunes,39.53,7.91,0.0424,8,,12.4,3.75,2.3,0
102877,CD-Montevideo,TR-075,Estándar,sábado,12.62,4.18,0.0329,5,5.9,10.26,2.15,,1
100392,CD-Montevideo,TR-038,Estándar,viernes,31.93,1.68,0.017,5,17.5,7.19,1.25,,0
101970,CD-Canelones,TR-064,Estándar,jueves,15.1,1.56,0.0302,6,14.8,14.99,1.96,4.3,0
100987,CD-Canelones,TR-073,Estándar,jueves,35.51,4.4,0.0312,4,28.8,4.97,2.93,,0
101098,CD-Montevideo,TR-065,Express ,lunes,41.17,2.38,0.0315,10,22.6,15.52,2.46,4.8,0
103244,CD-Montevideo,TR-058,Estándar,viernes,262.16,7.24,0.0488,2,,23.61,5.47,2.8,0
101550,CD-Maldonado,TR-005,Económico,lunes,29.0,4.82,0.0496,7,21.9,5.62,3.14,,0
101619,CD-Canelones,TR-114,Express,viernes,36.59,1.45,0.0485,10,12.1,17.96,9.87,3.8,1
101125,CD-Montevideo,TR-035,express,miércoles,294.51,5.89,0.034,4,22.8,26.3,5.61,3.9,0
100397,CD-Maldonado,TR-005,Estándar,martes,196.27,3.93,0.0416,2,19.6,7.01,3.29,4.3,0
102600,CD-Maldonado,TR-083,Estándar,lunes,153.4,3.51,,1,15.2,8.43,4.99,2.9,1
102189,CD-Montevideo,TR-017,estándar,jueves,35.25,3.27,0.0363,8,19.3,14.02,3.05,4.7,0
101026,CD-Montevideo,TR-072,Express,jueves,25.45,3.41,0.0309,9,16.8,12.59,4.36,3.1,0
103239,CD-Canelones,TR-094,Económico,lunes,16.89,3.23,0.0309,11,11.1,9.76,3.59,3.9,1
102716,CD-Salto,TR-098,Estándar,jueves,29.57,11.59,0.0583,9,,17.22,4.28,4.5,0
101248,CD-Montevideo,TR-004,Económico,viernes,127.12,7.39,0.0541,2,10.1,14.81,2.65,4.5,0
100833,CD-Canelones,TR-092,económico,viernes,18.96,7.04,0.0498,6,12.6,10.63,2.73,3.2,0
103163,CD-Montevideo,TR-066,Estándar,martes,281.12,7.92,0.0547,3,24.3,19.28,7.13,,0
101249,CD-Montevideo,TR-094,Express,viernes,30.77,4.76,0.0308,8,20.7,15.95,2.1,,0
102311,CD-Montevideo,TR-055,Estándar,viernes,31.62,2.98,0.0266,10,20.4,22.31,3.3,3.8,0
102841,CD-Canelones,TR-017,Económico,viernes,20.92,2.29,0.0526,10,8.7,11.9,-2.75,4.2,0
103124,CD-Maldonado,TR-041,express,martes,262.61,4.54,0.0533,2,20.5,16.84,4.87,4.3,0
100266,CD-Salto,TR-046,Estándar ,martes,29.17,5.33,0.0316,5,,10.24,2.33,4.1,0
101166,CD-Montevideo,TR-016,Estándar,viernes,15.92,17.92,0.0987,12,28.7,14.07,3.94,4.3,0
102870,CD-Canelones,TR-050,Estándar,martes,254.54,4.89,0.0499,3,16.4,18.3,6.11,,0
103091,CD-Maldonado,TR-078,Estándar ,martes,15.63,7.49,0.0419,5,26.8,11.11,3.44,4.9,0
103562,CD-Salto,TR-096,Express,viernes,20.14,2.91,0.0237,10,17.4,14.73,2.51,3.8,0
100299,CD-Salto,TR-003,económico,lunes,39.67,2.56,0.0405,12,,18.73,4.54,,0
100145,CD-Maldonado,TR-042,Económico ,martes,205.17,7.57,0.0555,0,18.2,21.24,3.6,4.3,0
100905,CD-Maldonado,TR-018,Express,miércoles,215.84,6.94,0.051,3,14.8,17.53,5.93,2.3,0
100729,CD-Montevideo,TR-075,Estándar,jueves,296.71,4.49,0.0322,0,11.7,20.63,5.61,1.5,0
101960,CD-Montevideo,TR-084,Económico ,miércoles,13.68,13.46,0.0676,8,14.7,14.13,2.46,3.9,0
103174,CD-Salto,TR-033,Estándar,jueves,106.8,6.06,0.0419,2,16.4,11.79,2.35,4.8,0
103293,CD-Montevideo,TR-045,Estándar,miércoles,229.97,3.18,0.0281,2,15.5,17.44,5.21,4.3,0
101774,CD-Montevideo,TR-077,Estándar,martes,24.53,3.26,0.0531,9,29.6,12.39,2.38,3.6,0
103014,CD-Canelones,TR-119,Estándar,miércoles,345.36,1.82,0.0197,3,19.9,25.04,7.21,4.3,0
102883,CD-Montevideo,TR-085,Express,miércoles,23.32,2.17,0.0472,4,27.7,12.4,1.31,4.3,0
100175,CD-Montevideo,TR-073,Estándar,miércoles,29.48,2.9,0.0333,7,16.7,3.45,2.74,,0
102418,CD-Canelones,TR-081,ECONÓMICO,martes,31.29,3.22,0.0239,4,22.8,6.58,1.69,3.4,1
100498,CD-Salto,TR-086,Estándar,martes,214.41,5.59,0.0444,4,,19.77,4.67,3.8,0
102390,CD-Salto,TR-035,Estándar,miércoles,36.69,7.64,0.0509,7,,13.54,3.1,3.8,0
102315,CD-Salto,TR-058,Estándar,miércoles,24.56,2.03,0.0553,9,20.3,11.74,3.57,4.9,0
102068,CD-Salto,TR-052,Económico,martes,148.52,8.96,0.0809,0,16.8,12.81,3.12,4.1,0
101827,CD-Montevideo,TR-120,Estándar,miércoles,163.96,3.97,0.0449,4,25.8,14.42,5.58,4.2,0
103168,CD-Salto,TR-039,Express,lunes,18.62,2.56,0.0245,4,8.5,7.6,1.49,4.8,0
101905,CD-Maldonado,TR-063,Express,martes,25.34,1.99,0.0365,9,18.6,15.33,4.34,4.8,0
102135,CD-Salto,TR-036,Express,martes,18.12,3.21,0.0624,9,21.0,19.21,14.44,3.7,1
102675,CD-Montevideo,TR-097,Estándar ,martes,29.11,4.11,0.0522,6,21.5,10.25,1.72,3.6,0
101050,CD-Montevideo,TR-097,ECONÓMICO,sábado,29.61,11.69,0.0574,12,9.9,17.38,3.58,4.9,0
101349,CD-Canelones,TR-047,Económico,sábado,31.62,14.29,0.0754,10,26.1,20.01,3.74,4.7,0
100907,CD-Canelones,TR-090,ESTÁNDAR,viernes,29.67,1.76,0.0196,11,20.7,15.57,3.57,4.4,0
100967,CD-Canelones,TR-113,Económico,jueves,162.38,13.29,0.0791,2,24.4,17.81,4.47,4.3,0
103037,CD-Canelones,TR-094,Express,jueves,136.48,1.87,0.0201,3,21.4,11.49,3.44,3.9,0
100625,CD-Canelones,TR-091,Express,viernes,14.84,3.8,0.0299,5,20.9,7.48,2.02,4.7,0
103566,CD-Canelones,TR-090,Estándar,sábado,218.72,1.99,0.0319,4,19.9,22.15,4.41,3.9,0
103590,CD-Montevideo,TR-008,Estándar,miércoles,10.98,8.79,0.0526,5,19.8,6.56,2.14,,1
103016,CD-Montevideo,TR-079,ESTÁNDAR,martes,297.37,6.43,,2,25.5,22.07,6.45,3.3,1
103384,CD-Maldonado,TR-057,Estándar,martes,25.12,3.75,0.0444,7,25.8,10.02,3.24,4.3,0
102180,CD-Salto,TR-043,Express,martes,24.03,5.66,0.0499,3,13.6,9.27,0.75,4.3,0
101352,CD-Salto,TR-014,Express,jueves,244.97,2.41,0.0624,0,18.5,17.65,4.76,4.5,0
100241,CD-Montevideo,TR-045,ESTÁNDAR,miércoles,39.89,4.0,0.0446,4,9.1,10.94,0.2,4.6,0
102514,CD-Salto,TR-106,Estándar ,sábado,233.03,11.67,,1,27.9,17.84,4.48,4.2,0
101742,CD-Maldonado,TR-004,económico,martes,35100.0,6.64,0.0435,8,9.6,14.01,4.47,3.6,0
101093,CD-Salto,TR-064,Express,jueves,23.39,2.21,0.03,7,,11.41,2.51,5.0,0
100349,CD-Salto,TR-014,Estándar,martes,21.21,9.1,0.0515,7,,10.68,3.45,3.3,0
100616,CD-Montevideo,TR-073,Estándar,lunes,35.99,1.71,0.0252,11,16.6,12.4,5.45,4.8,0
102064,CD-Canelones,TR-114,Estándar,viernes,20.74,8.12,0.0485,8,20.0,11.29,3.15,4.5,0
100508,CD-Maldonado,TR-052,Económico,lunes,39.02,1.8,0.0338,9,25.2,11.24,3.05,4.3,0
100556,CD-Montevideo,TR-044,Estándar,martes,45.01,5.87,0.0772,9,14.3,9.29,2.63,4.4,0
100770,CD-Salto,TR-003,Estándar,martes,22.8,8.46,0.0502,4,,5.0,2.27,4.7,0
102766,CD-Maldonado,TR-056,Estándar,viernes,36.75,3.4,0.051,7,19.9,13.51,2.73,,0
101387,CD-Montevideo,TR-036,Express,viernes,28.44,3.23,0.0456,3,14.3,10.77,1.46,3.9,0
101858,CD-Montevideo,TR-119,estándar,viernes,35.69,6.34,0.0502,10,6.6,8.11,3.16,4.3,0
100259,CD-Canelones,TR-087,Económico,martes,32.08,7.26,0.0515,7,30.2,13.36,6.85,2.7,1
101378,CD-Canelones,TR-061,Express,miércoles,284.79,10.77,0.0656,1,13.7,19.51,6.79,,0
102982,CD-Montevideo,TR-065,Express,jueves,227.61,5.49,0.0421,2,17.9,15.38,3.76,,0
102944,CD-Canelones,TR-075,Express,lunes,288.06,1.79,0.0211,1,25.3,21.65,4.67,3.7,1
102009,CD-Canelones,TR-117,Estándar,jueves,17.53,3.32,0.0234,6,24.1,11.59,2.65,4.7,0
101202,CD-Canelones,TR-007,Estándar,viernes,27.04,5.96,0.0541,6,22.4,13.2,1.68,3.7,0
102326,CD-Canelones,TR-103,Express ,viernes,354.16,5.03,0.0389,3,12.6,22.9,8.68,4.6,0
103051,CD-Canelones,TR-110,estándar,martes,32.71,7.86,0.0567,8,19.5,17.43,2.43,,0
101973,CD-Montevideo,TR-039,Estándar,jueves,28.31,17.79,0.1056,7,34.6,18.96,2.29,4.0,0
101121,CD-Montevideo,TR-009,Estándar,viernes,35.98,3.91,0.0291,11,18.8,18.58,4.3,4.2,0
100172,CD-Canelones,TR-059,Express,lunes,19900.0,5.83,0.0363,5,23.1,6.44,2.7,4.3,0
100015,CD-Canelones,TR-063,estándar,viernes,33.15,3.69,,7,21.3,10.75,3.42,4.8,0
101279,CD-Canelones,TR-064,Estándar,viernes,44.52,4.17,0.0287,8,24.1,11.66,2.91,3.4,0
102467,CD-Montevideo,TR-046,Económico,viernes,31.96,2.99,0.044,8,19.7,15.75,2.23,3.5,0
101254,CD-Montevideo,TR-049,Económico,miércoles,144.38,5.11,0.034,2,11.4,24.17,3.55,4.2,0
102762,CD-Montevideo,TR-086,Estándar,viernes,16.6,4.04,0.047,5,15.6,3.36,2.61,3.9,0
100768,CD-Maldonado,TR-047,Express,miércoles,28.58,2.76,0.0232,7,13.1,7.98,3.98,,0
103536,CD-Montevideo,TR-095,Express,sábado,22.9,6.78,0.0672,9,22.5,12.65,4.21,3.4,1
100531,CD-Canelones,TR-099,Económico ,jueves,158.94,1.97,0.0549,3,-99.0,12.53,2.27,4.0,0
103172,CD-Salto,TR-034,Económico,miércoles,44.99,2.75,0.0551,8,,8.06,4.16,4.1,0
101300,CD-Canelones,TR-002,Económico,viernes,328.68,9.55,0.0564,6,18.4,27.04,9.03,4.2,0
102853,CD-Maldonado,TR-052,Express,martes,34.3,7.98,0.0428,5,19.0,3.09,1.94,,1
102694,CD-Montevideo,TR-073,Express,martes,13.73,2.36,,5,13.2,10.05,1.79,4.2,0
100918,CD-Montevideo,TR-111,estándar,sábado,45.58,4.83,0.0635,4,20.4,11.49,2.89,3.7,0
102412,CD-Canelones,TR-114,Estándar,miércoles,27.61,7.12,0.0459,4,25.2,10.61,4.2,3.2,0
100280,CD-Salto,TR-008,Express,viernes,23.25,3.08,0.0316,12,26.3,12.65,4.17,3.8,0
101677,CD-Canelones,TR-077,Económico,miércoles,30.85,9.38,0.0828,10,31.3,18.13,4.26,,0
102029,CD-Montevideo,TR-094,Económico,jueves,276.73,3.77,0.0384,1,14.0,15.51,5.34,3.8,0
100327,CD-Maldonado,TR-068,Económico,jueves,32.37,2.56,0.0281,7,17.7,8.22,3.82,3.7,1
102658,CD-Salto,TR-107,Express,jueves,5.91,5.95,0.0423,10,,14.46,2.29,3.7,0
101879,CD-Canelones,TR-034,Express,martes,241.04,2.82,0.0274,2,14.8,22.44,4.16,4.0,0
102039,CD-Montevideo,TR-025,ESTÁNDAR,miércoles,193.25,2.14,0.055,1,16.2,12.9,4.0,4.8,0
102222,CD-Montevideo,TR-088,Económico,martes,23.56,6.02,0.0371,7,12.0,7.37,4.02,4.7,0
100086,CD-Canelones,TR-068,Estándar,miércoles,219.21,2.89,0.0333,1,17.1,11.95,3.95,3.8,0
103538,CD-Montevideo,TR-075,Económico,lunes,243.48,7.68,0.0484,3,13.2,20.59,4.65,3.8,0
100525,CD-Montevideo,TR-094,económico,miércoles,240.03,11.19,0.0706,0,16.8,18.04,5.61,3.7,0
103323,CD-Maldonado,TR-031,Express,viernes,44.02,5.3,0.0318,9,21.8,7.94,1.88,2.6,0
102059,CD-Montevideo,TR-002,express,viernes,44.75,2.96,0.0396,9,26.9,13.49,3.22,,0
100238,CD-Montevideo,TR-046,Express,miércoles,25.17,2.52,0.0502,7,17.0,7.81,3.18,4.2,0
100242,CD-Canelones,TR-082,Express,miércoles,35.89,3.32,0.0305,6,15.3,6.64,1.26,4.0,0
101984,CD-Salto,TR-010,Express,viernes,28.47,12.12,0.0792,12,20.3,14.45,3.94,3.2,0
102278,CD-Montevideo,TR-103,ESTÁNDAR,lunes,31.15,2.69,0.0489,9,13.4,11.29,3.41,4.8,0
102912,CD-Salto,TR-082,Económico,jueves,198.67,0.97,0.0521,3,18.0,13.94,5.28,3.6,0
100250,CD-Montevideo,TR-109,estándar,miércoles,15.26,2.75,,4,8.6,10.04,2.81,3.4,0
101170,CD-Montevideo,TR-019,express,martes,154.26,23.23,0.1162,3,23.9,10.1,3.87,,0
101870,CD-Montevideo,TR-058,Estándar,lunes,26.28,4.81,0.0626,1,,5.29,1.19,2.4,0
102786,CD-Montevideo,TR-103,Económico ,martes,46.8,6.97,0.0396,4,16.9,6.87,2.83,4.4,0
101040,CD-Maldonado,TR-118,Económico,jueves,42.28,3.86,0.0656,5,23.5,8.91,2.03,3.5,0
100126,CD-Salto,TR-097,Económico,martes,226.07,4.02,0.0565,2,18.3,19.71,3.96,2.8,0
101587,CD-Montevideo,TR-059,Express,viernes,28.06,9.08,0.0531,5,15.7,11.32,0.91,3.8,0
100920,CD-Montevideo,TR-060,Estándar,viernes,278.13,2.5,0.0537,0,17.3,14.53,5.38,3.7,0
102348,CD-Montevideo,TR-026,Estándar,jueves,292.07,3.36,0.0242,6,16.1,26.01,6.12,4.5,0
102399,CD-Montevideo,TR-037,Estándar,jueves,30.71,5.1,0.0351,12,26.9,16.81,2.16,3.2,0
100437,CD-Montevideo,TR-082,Express ,sábado,22.72,6.39,0.0406,9,16.0,10.36,2.34,3.6,0
101296,CD-Salto,TR-117,económico,miércoles,37.22,5.49,0.0397,10,19.6,14.41,2.64,4.1,0
103542,CD-Montevideo,TR-023,Estándar,martes,237.23,6.15,0.0419,3,23.7,19.89,6.43,4.6,0
103035,CD-Salto,TR-076,Estándar,miércoles,20.42,1.7,0.0434,10,,11.9,2.48,4.5,0
102210,CD-Canelones,TR-050,Express,martes,27.2,2.32,0.0201,6,24.2,4.14,1.02,4.2,0
102356,CD-Montevideo,TR-077,Estándar,jueves,363.42,2.07,0.0233,6,27.2,26.27,7.29,3.0,1
100952,CD-Maldonado,TR-052,Estándar,lunes,5.85,18.24,0.1157,10,17.4,18.59,1.75,3.8,0
102181,CD-Montevideo,TR-056,Estándar,jueves,36.91,6.04,0.0628,7,16.3,7.56,3.68,4.9,0
103459,CD-Montevideo,TR-051,Estándar,lunes,7.15,3.51,,3,13.4,5.37,2.15,3.1,0
102815,CD-Maldonado,TR-062,Express,martes,31.16,8.87,0.0768,8,20.8,14.46,3.89,,1
102965,CD-Montevideo,TR-024,Express,martes,316.98,4.33,0.0637,3,20.2,24.69,7.64,4.2,0
102690,CD-Salto,TR-065,Económico,martes,34.74,7.03,0.0698,5,21.0,10.4,2.68,3.3,0
101498,CD-Montevideo,TR-110,Estándar,sábado,26.15,3.1,0.0511,10,16.3,14.84,3.62,5.0,0
101678,CD-Maldonado,TR-061,Express ,miércoles,167.29,6.25,0.0511,1,26.2,10.03,3.0,4.9,0
102615,CD-Montevideo,TR-108,Estándar ,lunes,172.44,1.97,0.0211,3,23.9,16.41,4.67,3.8,0
102157,CD-Canelones,TR-102,Económico,martes,178.62,3.14,0.0386,1,26.2,14.49,3.59,3.5,0
100415,CD-Canelones,TR-101,Estándar,miércoles,309.65,5.32,0.0623,3,26.7,23.07,7.19,3.1,0
100101,CD-Montevideo,TR-036,Económico,viernes,260.73,3.88,0.0304,0,21.0,15.53,6.07,4.1,0
101371,CD-Canelones,TR-035,Express,martes,27.53,6.47,0.0401,9,24.4,14.4,2.93,4.0,0
102453,CD-Montevideo,TR-021,Express,martes,34.63,2.74,0.0445,8,13.0,16.09,3.38,4.6,0
102076,CD-Canelones,TR-059,Express,miércoles,193.51,2.91,0.0584,1,22.1,10.98,4.62,4.3,0
101541,CD-Montevideo,TR-032,Estándar,martes,32.6,4.31,0.0477,4,18.3,8.95,3.23,2.7,0
102088,CD-Salto,TR-019,Estándar,lunes,18.5,5.23,0.034,12,,20.97,2.57,4.3,0
103126,CD-Montevideo,TR-100,Estándar,martes,35.76,8.59,0.0563,5,19.2,10.34,2.89,2.9,0
103457,CD-Salto,TR-059,Estándar,lunes,33.83,2.46,0.0272,11,20.2,18.84,4.05,4.3,0
101022,CD-Montevideo,TR-110,Económico,martes,276.53,3.69,0.0384,2,18.6,20.23,6.71,4.7,0
100555,CD-Maldonado,TR-065,Económico,viernes,267.15,5.06,0.0451,3,23.7,16.95,7.56,4.7,0
100196,CD-Canelones,TR-020,Estándar,sábado,27.95,6.02,0.056,8,14.0,11.67,2.85,3.0,0
103380,CD-Montevideo,TR-011,Estándar,jueves,23.48,4.2,0.043,8,8.9,15.3,3.11,3.8,0
102286,CD-Montevideo,TR-084,Estándar,martes,31.8,1.98,0.0444,4,30.2,9.02,2.41,3.4,0
103381,CD-Salto,TR-027,Express,lunes,35.79,4.16,0.0436,6,14.0,12.93,1.93,4.3,0
103439,CD-Canelones,TR-106,Estándar,viernes,296.69,2.73,0.0412,2,21.0,19.24,5.17,4.8,0
103407,CD-Salto,TR-036,Estándar,lunes,244.46,6.03,0.0645,3,,17.47,7.32,3.9,0
102163,CD-Salto,TR-003,Estándar,miércoles,172.43,1.75,0.0227,1,24.8,8.54,2.39,4.7,0
103499,CD-Montevideo,TR-062,Económico,viernes,16.22,11.2,0.084,11,23.6,17.39,2.77,3.3,1
103546,CD-Salto,TR-062,Estándar,viernes,23.0,3.67,0.0264,12,15.8,20.88,4.11,3.0,1
100435,CD-Canelones,TR-084,Económico,martes,33.91,3.8,0.0265,15,18.7,10.01,4.97,3.9,0
100240,CD-Montevideo,TR-009,Económico,lunes,22.67,4.35,0.0323,9,27.2,8.6,3.4,3.3,0
101981,CD-Canelones,TR-029,express,viernes,272.82,1.94,0.0492,2,17.0,25.06,6.83,3.7,0
100893,CD-Montevideo,TR-035,Estándar,sábado,32.22,2.78,0.048,11,23.0,18.0,3.98,,0
100134,CD-Canelones,TR-008,Estándar,viernes,209.04,2.6,0.0214,4,15.0,16.89,6.07,,0
103501,CD-Montevideo,TR-067,Estándar,martes,18.59,4.98,0.0524,9,12.8,14.15,2.13,3.1,1
102959,CD-Montevideo,TR-018,Económico,lunes,248.05,1.97,0.0328,1,25.0,15.39,4.98,3.7,0
100572,CD-Canelones,TR-004,Estándar,viernes,41170.0,12.13,0.0894,10,20.3,13.01,3.9,4.5,0
103002,CD-Canelones,TR-020,Estándar,viernes,196.58,5.77,0.0365,0,16.4,14.14,2.83,3.3,0
102632,CD-Montevideo,TR-057,Estándar,miércoles,19.88,1.47,0.0283,11,23.5,13.59,3.29,4.9,0
100257,CD-Salto,TR-097,Express,viernes,2.98,3.74,0.0332,7,,12.47,3.42,2.6,0
100270,CD-Canelones,TR-060,Económico,martes,26.57,2.34,0.0331,11,25.5,13.34,2.26,4.2,0
101061,CD-Salto,TR-087,Express,jueves,30.36,5.7,0.0339,8,,14.75,2.65,,0
100853,CD-Salto,TR-042,Estándar,lunes,20.16,3.22,0.0248,9,18.1,13.5,3.98,,0
100859,CD-Montevideo,TR-002,Express,viernes,171.49,8.78,0.0516,4,24.7,13.97,4.68,4.2,0
102892,CD-Canelones,TR-081,Estándar,miércoles,34.38,5.4,0.0556,3,12.1,10.52,3.77,4.6,0
101638,CD-Montevideo,TR-120,Económico,miércoles,29.69,2.04,0.0264,9,24.7,12.95,9.08,3.7,1
101150,CD-Montevideo,TR-085,Estándar,miércoles,29.17,8.14,0.0506,5,20.7,13.33,1.19,3.2,0
102667,CD-Maldonado,TR-094,Estándar ,sábado,43.04,9.68,0.0509,9,17.8,23.64,3.57,4.0,1
900001,CD-Salto,TR-081,ESTÁNDAR,martes,13.21,4.56,0.0377,6,27.6,5.3,3.83,4.2,0
100739,CD-Montevideo,TR-097,Estándar,sábado,206.28,5.27,0.0503,2,0.4,15.54,3.44,3.1,0
100627,CD-Canelones,TR-028,Estándar,jueves,12.54,3.97,0.0521,1,19.5,6.35,1.42,,0
100161,CD-Montevideo,TR-107,Económico,martes,26.12,3.39,0.0271,1,23.7,7.23,2.48,4.5,0
101847,CD-Montevideo,TR-003,Estándar,martes,5.4,5.47,,4,20.9,8.0,2.35,,0
